node,total_message,total_messages_each_node,frequency,outcome
2,84,3,3.571428571428571,0
16,85,12,14.117647058823529,1
16,86,13,15.11627906976744,1
20,87,8,9.195402298850574,1
6,88,6,6.8181818181818175,1
13,89,4,4.49438202247191,0
8,90,4,4.444444444444445,0
11,91,5,5.4945054945054945,1
7,92,2,2.1739130434782608,0
16,93,14,15.053763440860216,1
2,94,4,4.25531914893617,0
20,95,9,9.473684210526317,1
4,96,3,3.125,0
19,97,9,9.278350515463918,1
20,98,10,10.204081632653061,1
14,99,7,7.07070707070707,1
6,100,7,7.000000000000001,1
20,101,11,10.891089108910892,1
7,102,3,2.941176470588235,0
16,103,15,14.563106796116504,1
17,104,9,8.653846153846153,1
19,105,10,9.523809523809524,1
19,106,11,10.377358490566039,1
14,107,8,7.476635514018691,1
19,108,12,11.11111111111111,1
7,109,4,3.669724770642202,0
18,110,13,11.818181818181818,1
6,111,8,7.207207207207207,1
7,112,5,4.464285714285714,0
19,113,13,11.504424778761061,1
3,114,3,2.631578947368421,0
17,115,10,8.695652173913043,1
18,116,14,12.068965517241379,1
4,117,4,3.418803418803419,0
20,118,12,10.16949152542373,1
10,119,5,4.201680672268908,0
9,120,3,2.5,0
13,121,5,4.132231404958678,0
16,122,16,13.114754098360656,1
12,123,2,1.6260162601626018,0
12,124,3,2.4193548387096775,0
18,125,15,12.0,1
18,126,16,12.698412698412698,1
17,127,11,8.661417322834646,1
16,128,17,13.28125,1
2,129,5,3.875968992248062,0
9,130,4,3.076923076923077,0
16,131,18,13.740458015267176,1
19,132,14,10.606060606060606,1
19,133,15,11.278195488721805,1
19,134,16,11.940298507462686,1
14,135,9,6.666666666666667,1
5,136,1,0.7352941176470588,0
10,137,6,4.37956204379562,0
20,138,13,9.420289855072465,1
19,139,17,12.23021582733813,1
5,140,2,1.4285714285714286,0
10,141,7,4.964539007092199,0
17,142,12,8.450704225352112,1
20,143,14,9.79020979020979,1
14,144,10,6.944444444444445,1
18,145,17,11.724137931034482,1
10,146,8,5.47945205479452,1
6,147,9,6.122448979591836,1
18,148,18,12.162162162162163,1
20,149,15,10.06711409395973,1
4,150,5,3.3333333333333335,0
9,151,5,3.3112582781456954,0
17,152,13,8.552631578947368,1
8,153,5,3.2679738562091507,0
19,154,18,11.688311688311687,1
16,155,19,12.258064516129032,1
4,156,6,3.8461538461538463,0
15,157,3,1.910828025477707,0
18,158,19,12.025316455696203,1
6,159,10,6.289308176100629,1
18,160,20,12.5,1
3,161,4,2.484472049689441,0
17,162,14,8.641975308641975,1
7,163,6,3.6809815950920246,0
17,164,15,9.146341463414634,1
13,165,6,3.6363636363636362,0
20,166,16,9.63855421686747,1
10,167,9,5.389221556886228,1
3,168,5,2.976190476190476,0
14,169,11,6.508875739644971,1
16,170,20,11.76470588235294,1
7,171,7,4.093567251461988,0
2,172,6,3.488372093023256,0
4,173,7,4.046242774566474,0
18,174,21,12.068965517241379,1
20,175,17,9.714285714285714,1
11,176,6,3.4090909090909087,0
10,177,10,5.649717514124294,1
15,178,4,2.247191011235955,0
19,179,19,10.614525139664805,1
14,180,12,6.666666666666667,1
12,181,4,2.209944751381215,0
20,182,18,9.89010989010989,1
10,183,11,6.0109289617486334,1
5,184,3,1.6304347826086956,0
20,185,19,10.27027027027027,1
7,186,8,4.301075268817205,0
3,187,6,3.2085561497326207,0
11,188,7,3.723404255319149,0
20,189,20,10.582010582010582,1
17,190,16,8.421052631578947,1
19,191,20,10.471204188481675,1
17,192,17,8.854166666666668,1
19,193,21,10.880829015544041,1
5,194,4,2.0618556701030926,0
8,195,6,3.076923076923077,0
7,196,9,4.591836734693878,0
9,197,6,3.0456852791878175,0
7,198,10,5.05050505050505,1
11,199,8,4.0201005025125625,0
18,200,22,11.0,1
2,201,7,3.482587064676617,0
18,202,23,11.386138613861387,1
19,203,22,10.83743842364532,1
18,204,24,11.76470588235294,1
20,205,21,10.24390243902439,1
10,206,12,5.825242718446602,1
20,207,22,10.628019323671497,1
10,208,13,6.25,1
18,209,25,11.961722488038278,1
10,210,14,6.666666666666667,1
8,211,7,3.3175355450236967,0
17,212,18,8.49056603773585,1
19,213,23,10.7981220657277,1
17,214,19,8.878504672897195,1
16,215,21,9.767441860465116,1
19,216,24,11.11111111111111,1
11,217,9,4.147465437788019,0
18,218,26,11.926605504587156,1
2,219,8,3.65296803652968,0
6,220,11,5.0,1
11,221,10,4.524886877828054,0
9,222,7,3.153153153153153,0
20,223,23,10.31390134529148,1
4,224,8,3.571428571428571,0
16,225,22,9.777777777777779,1
14,226,13,5.752212389380531,1
14,227,14,6.167400881057269,1
10,228,15,6.578947368421052,1
18,229,27,11.790393013100436,1
17,230,20,8.695652173913043,1
17,231,21,9.090909090909092,1
4,232,9,3.8793103448275863,0
10,233,16,6.866952789699571,1
20,234,24,10.256410256410255,1
19,235,25,10.638297872340425,1
16,236,23,9.745762711864407,1
4,237,10,4.219409282700422,0
12,238,5,2.100840336134454,0
19,239,26,10.87866108786611,1
8,240,8,3.3333333333333335,0
20,241,25,10.37344398340249,1
10,242,17,7.024793388429752,1
6,243,12,4.938271604938271,0
3,244,7,2.8688524590163933,0
5,245,5,2.0408163265306123,0
13,246,7,2.8455284552845526,0
20,247,26,10.526315789473683,1
18,248,28,11.29032258064516,1
16,249,24,9.63855421686747,1
13,250,8,3.2,0
2,251,9,3.5856573705179287,0
18,252,29,11.507936507936508,1
19,253,27,10.67193675889328,1
7,254,11,4.330708661417323,0
17,255,22,8.627450980392156,1
20,256,27,10.546875,1
6,257,13,5.058365758754864,1
12,258,6,2.3255813953488373,0
15,259,5,1.9305019305019304,0
10,260,18,6.923076923076923,1
15,261,6,2.2988505747126435,0
14,262,15,5.7251908396946565,1
6,263,14,5.323193916349809,1
8,264,9,3.4090909090909087,0
18,265,30,11.320754716981133,1
19,266,28,10.526315789473683,1
12,267,7,2.6217228464419478,0
16,268,25,9.328358208955224,1
17,269,23,8.550185873605948,1
15,270,7,2.5925925925925926,0
16,271,26,9.59409594095941,1
16,272,27,9.926470588235293,1
15,273,8,2.93040293040293,0
17,274,24,8.75912408759124,1
2,275,10,3.6363636363636362,0
11,276,11,3.985507246376811,0
9,277,8,2.888086642599278,0
18,278,31,11.151079136690647,1
18,279,32,11.469534050179211,1
3,280,8,2.857142857142857,0
16,281,28,9.9644128113879,1
5,282,6,2.127659574468085,0
20,283,28,9.89399293286219,1
4,284,11,3.873239436619718,0
18,285,33,11.578947368421053,1
16,286,29,10.13986013986014,1
18,287,34,11.846689895470384,1
3,288,9,3.125,0
18,289,35,12.110726643598616,1
18,290,36,12.413793103448276,1
5,291,7,2.405498281786942,0
7,292,12,4.10958904109589,0
7,293,13,4.436860068259386,0
20,294,29,9.863945578231291,1
4,295,12,4.067796610169491,0
6,296,15,5.0675675675675675,1
18,297,37,12.457912457912458,1
13,298,9,3.0201342281879198,0
16,299,30,10.033444816053512,1
18,300,38,12.666666666666668,1
10,301,19,6.312292358803987,1
16,302,31,10.264900662251655,1
18,303,39,12.871287128712872,1
13,304,10,3.289473684210526,0
13,305,11,3.606557377049181,0
8,306,10,3.2679738562091507,0
10,307,20,6.514657980456026,1
18,308,40,12.987012987012985,1
5,309,8,2.5889967637540456,0
3,310,10,3.225806451612903,0
15,311,9,2.8938906752411575,0
17,312,25,8.012820512820513,1
19,313,29,9.26517571884984,1
19,314,30,9.554140127388536,1
19,315,31,9.841269841269842,1
19,316,32,10.126582278481013,1
20,317,30,9.46372239747634,1
3,318,11,3.459119496855346,0
18,319,41,12.852664576802509,1
16,320,32,10.0,1
3,321,12,3.7383177570093453,0
16,322,33,10.248447204968944,1
11,323,12,3.7151702786377707,0
18,324,42,12.962962962962962,1
16,325,34,10.461538461538462,1
19,326,33,10.122699386503067,1
16,327,35,10.703363914373089,1
20,328,31,9.451219512195122,1
13,329,12,3.64741641337386,0
20,330,32,9.696969696969697,1
15,331,10,3.0211480362537766,0
17,332,26,7.83132530120482,1
14,333,16,4.804804804804805,0
16,334,36,10.778443113772456,1
9,335,9,2.6865671641791042,0
8,336,11,3.273809523809524,0
19,337,34,10.089020771513352,1
10,338,21,6.21301775147929,1
19,339,35,10.32448377581121,1
2,340,11,3.2352941176470593,0
20,341,33,9.67741935483871,1
18,342,43,12.573099415204677,1
11,343,13,3.7900874635568513,0
6,344,16,4.651162790697675,0
8,345,12,3.4782608695652173,0
20,346,34,9.826589595375722,1
8,347,13,3.7463976945244957,0
20,348,35,10.057471264367816,1
15,349,11,3.151862464183381,0
18,350,44,12.571428571428573,1
7,351,14,3.9886039886039883,0
16,352,37,10.511363636363637,1
19,353,36,10.198300283286118,1
16,354,38,10.734463276836157,1
20,355,36,10.140845070422536,1
19,356,37,10.393258426966293,1
8,357,14,3.9215686274509802,0
4,358,13,3.6312849162011176,0
20,359,37,10.30640668523677,1
9,360,10,2.7777777777777777,0
14,361,17,4.7091412742382275,0
3,362,13,3.591160220994475,0
4,363,14,3.8567493112947657,0
19,364,38,10.43956043956044,1
19,365,39,10.684931506849315,1
13,366,13,3.551912568306011,0
8,367,15,4.087193460490464,0
20,368,38,10.326086956521738,1
16,369,39,10.569105691056912,1
20,370,39,10.54054054054054,1
7,371,15,4.0431266846361185,0
20,372,40,10.75268817204301,1
17,373,27,7.238605898123325,1
19,374,40,10.695187165775401,1
10,375,22,5.866666666666666,1
16,376,40,10.638297872340425,1
19,377,41,10.875331564986737,1
16,378,41,10.846560846560847,1
20,379,41,10.817941952506596,1
2,380,12,3.1578947368421053,0
15,381,12,3.149606299212598,0
17,382,28,7.329842931937172,1
17,383,29,7.5718015665796345,1
16,384,42,10.9375,1
13,385,14,3.6363636363636362,0
17,386,30,7.772020725388601,1
17,387,31,8.010335917312661,1
14,388,18,4.639175257731959,0
3,389,14,3.5989717223650386,0
16,390,43,11.025641025641026,1
6,391,17,4.3478260869565215,0
16,392,44,11.224489795918368,1
10,393,23,5.852417302798982,1
19,394,42,10.65989847715736,1
18,395,45,11.39240506329114,1
5,396,9,2.272727272727273,0
19,397,43,10.831234256926953,1
20,398,42,10.552763819095476,1
19,399,44,11.027568922305765,1
12,400,8,2.0,0
5,401,10,2.493765586034913,0
17,402,32,7.960199004975125,1
16,403,45,11.166253101736972,1
18,404,46,11.386138613861387,1
19,405,45,11.11111111111111,1
16,406,46,11.330049261083744,1
20,407,43,10.565110565110565,1
20,408,44,10.784313725490197,1
17,409,33,8.06845965770171,1
18,410,47,11.463414634146343,1
6,411,18,4.37956204379562,0
12,412,9,2.1844660194174756,0
16,413,47,11.380145278450362,1
18,414,48,11.594202898550725,1
18,415,49,11.80722891566265,1
20,416,45,10.817307692307693,1
4,417,15,3.597122302158273,0
19,418,46,11.004784688995215,1
5,419,11,2.6252983293556085,0
6,420,19,4.523809523809524,0
8,421,16,3.800475059382423,0
11,422,14,3.3175355450236967,0
20,423,46,10.874704491725769,1
10,424,24,5.660377358490567,1
20,425,47,11.058823529411764,1
17,426,34,7.981220657276995,1
14,427,19,4.449648711943794,0
18,428,50,11.682242990654206,1
19,429,47,10.955710955710956,1
7,430,16,3.7209302325581395,0
19,431,48,11.1368909512761,1
17,432,35,8.101851851851851,1
16,433,48,11.085450346420323,1
9,434,11,2.5345622119815667,0
3,435,15,3.4482758620689653,0
7,436,17,3.89908256880734,0
18,437,51,11.670480549199084,1
15,438,13,2.968036529680365,0
19,439,49,11.161731207289293,1
4,440,16,3.6363636363636362,0
20,441,48,10.884353741496598,1
10,442,25,5.656108597285068,1
11,443,15,3.3860045146726865,0
4,444,17,3.8288288288288284,0
2,445,13,2.9213483146067416,0
20,446,49,10.986547085201794,1
20,447,50,11.185682326621924,1
2,448,14,3.125,0
18,449,52,11.58129175946548,1
19,450,50,11.11111111111111,1
13,451,15,3.325942350332594,0
16,452,49,10.84070796460177,1
18,453,53,11.699779249448124,1
16,454,50,11.013215859030836,1
16,455,51,11.20879120879121,1
10,456,26,5.701754385964912,1
8,457,17,3.7199124726477026,0
10,458,27,5.895196506550218,1
6,459,20,4.357298474945534,0
17,460,36,7.82608695652174,1
8,461,18,3.9045553145336225,0
3,462,16,3.463203463203463,0
16,463,52,11.23110151187905,1
13,464,16,3.4482758620689653,0
18,465,54,11.612903225806452,1
20,466,51,10.944206008583691,1
3,467,17,3.640256959314775,0
2,468,15,3.205128205128205,0
18,469,55,11.727078891257996,1
20,470,52,11.063829787234042,1
12,471,10,2.1231422505307855,0
16,472,53,11.228813559322035,1
20,473,53,11.20507399577167,1
20,474,54,11.39240506329114,1
15,475,14,2.9473684210526314,0
18,476,56,11.76470588235294,1
16,477,54,11.320754716981133,1
7,478,18,3.765690376569038,0
19,479,51,10.647181628392484,1
9,480,12,2.5,0
17,481,37,7.6923076923076925,1
20,482,55,11.410788381742739,1
18,483,57,11.801242236024844,1
10,484,28,5.785123966942149,1
19,485,52,10.721649484536082,1
6,486,21,4.320987654320987,0
12,487,11,2.2587268993839835,0
10,488,29,5.942622950819672,1
15,489,15,3.067484662576687,0
10,490,30,6.122448979591836,1
5,491,12,2.4439918533604885,0
20,492,56,11.38211382113821,1
4,493,18,3.6511156186612577,0
20,494,57,11.538461538461538,1
18,495,58,11.717171717171718,1
19,496,53,10.685483870967742,1
20,497,58,11.670020120724347,1
17,498,38,7.630522088353414,1
8,499,19,3.807615230460922,0
16,500,55,11.0,1
16,501,56,11.177644710578843,1
18,502,59,11.752988047808765,1
9,503,13,2.584493041749503,0
20,504,59,11.706349206349206,1
16,505,57,11.287128712871288,1
13,506,17,3.3596837944664033,0
4,507,19,3.7475345167652856,0
13,508,18,3.543307086614173,0
16,509,58,11.394891944990176,1
7,510,19,3.7254901960784315,0
18,511,60,11.741682974559687,1
17,512,39,7.6171875,1
7,513,20,3.898635477582846,0
19,514,54,10.505836575875486,1
6,515,22,4.271844660194175,0
8,516,20,3.875968992248062,0
5,517,13,2.5145067698259185,0
12,518,12,2.3166023166023164,0
6,519,23,4.431599229287091,0
13,520,19,3.653846153846154,0
16,521,59,11.324376199616124,1
14,522,20,3.8314176245210727,0
20,523,60,11.47227533460803,1
13,524,20,3.816793893129771,0
20,525,61,11.619047619047619,1
18,526,61,11.596958174904943,1
19,527,55,10.436432637571158,1
16,528,60,11.363636363636363,1
18,529,62,11.720226843100189,1
5,530,14,2.6415094339622645,0
19,531,56,10.546139359698682,1
8,532,21,3.9473684210526314,0
10,533,31,5.816135084427768,1
20,534,62,11.610486891385769,1
14,535,21,3.925233644859813,0
20,536,63,11.753731343283583,1
2,537,16,2.97951582867784,0
20,538,64,11.895910780669144,1
16,539,61,11.317254174397032,1
10,540,32,5.9259259259259265,1
15,541,16,2.957486136783734,0
18,542,63,11.623616236162361,1
13,543,21,3.867403314917127,0
18,544,64,11.76470588235294,1
13,545,22,4.036697247706423,0
19,546,57,10.43956043956044,1
8,547,22,4.021937842778794,0
7,548,21,3.832116788321168,0
6,549,24,4.371584699453552,0
5,550,15,2.727272727272727,0
16,551,62,11.252268602540836,1
9,552,14,2.536231884057971,0
17,553,40,7.233273056057866,1
12,554,13,2.3465703971119134,0
14,555,22,3.963963963963964,0
18,556,65,11.690647482014388,1
15,557,17,3.052064631956912,0
17,558,41,7.347670250896058,1
15,559,18,3.2200357781753133,0
4,560,20,3.571428571428571,0
19,561,58,10.338680926916222,1
15,562,19,3.3807829181494666,0
4,563,21,3.7300177619893424,0
10,564,33,5.851063829787234,1
19,565,59,10.442477876106194,1
6,566,25,4.41696113074205,0
14,567,23,4.056437389770723,0
16,568,63,11.091549295774648,1
13,569,23,4.042179261862917,0
10,570,34,5.964912280701754,1
18,571,66,11.558669001751314,1
11,572,16,2.797202797202797,0
2,573,17,2.966841186736475,0
19,574,60,10.452961672473867,1
20,575,65,11.304347826086957,1
14,576,24,4.166666666666666,0
10,577,35,6.065857885615252,1
11,578,17,2.941176470588235,0
16,579,64,11.053540587219343,1
16,580,65,11.206896551724139,1
2,581,18,3.098106712564544,0
7,582,22,3.7800687285223367,0
2,583,19,3.2590051457975986,0
9,584,15,2.5684931506849313,0
5,585,16,2.735042735042735,0
18,586,67,11.433447098976108,1
20,587,66,11.243611584327088,1
13,588,24,4.081632653061225,0
12,589,14,2.3769100169779285,0
20,590,67,11.35593220338983,1
16,591,66,11.16751269035533,1
18,592,68,11.486486486486488,1
9,593,16,2.6981450252951094,0
4,594,22,3.7037037037037033,0
18,595,69,11.596638655462185,1
5,596,17,2.8523489932885906,0
17,597,42,7.035175879396985,1
17,598,43,7.190635451505016,1
17,599,44,7.345575959933222,1
16,600,67,11.166666666666666,1
17,601,45,7.487520798668886,1
18,602,70,11.627906976744185,1
9,603,17,2.8192371475953566,0
17,604,46,7.6158940397351,1
17,605,47,7.768595041322314,1
20,606,68,11.221122112211221,1
10,607,36,5.930807248764415,1
20,608,69,11.348684210526317,1
18,609,71,11.658456486042693,1
19,610,61,10.0,1
11,611,18,2.9459901800327333,0
13,612,25,4.084967320261438,0
8,613,23,3.7520391517128875,0
18,614,72,11.726384364820847,1
18,615,73,11.869918699186991,1
16,616,68,11.03896103896104,1
5,617,18,2.9173419773095626,0
8,618,24,3.8834951456310676,0
16,619,69,11.147011308562197,1
12,620,15,2.4193548387096775,0
8,621,25,4.025764895330113,0
16,622,70,11.254019292604502,1
8,623,26,4.173354735152488,0
3,624,18,2.8846153846153846,0
12,625,16,2.56,0
7,626,23,3.6741214057507987,0
19,627,62,9.888357256778308,1
9,628,18,2.8662420382165608,0
3,629,19,3.0206677265500796,0
8,630,27,4.285714285714286,0
15,631,20,3.1695721077654517,0
20,632,70,11.075949367088606,1
2,633,20,3.15955766192733,0
17,634,48,7.570977917981073,1
15,635,21,3.3070866141732282,0
5,636,19,2.9874213836477987,0
19,637,63,9.89010989010989,1
3,638,20,3.1347962382445136,0
7,639,24,3.755868544600939,0
19,640,64,10.0,1
13,641,26,4.05616224648986,0
6,642,26,4.049844236760125,0
17,643,49,7.620528771384137,1
7,644,25,3.881987577639751,0
2,645,21,3.255813953488372,0
12,646,17,2.631578947368421,0
18,647,74,11.437403400309119,1
18,648,75,11.574074074074074,1
19,649,65,10.015408320493066,1
17,650,50,7.6923076923076925,1
20,651,71,10.906298003072196,1
9,652,19,2.9141104294478524,0
2,653,22,3.3690658499234303,0
13,654,27,4.128440366972478,0
10,655,37,5.648854961832061,1
19,656,66,10.060975609756099,1
20,657,72,10.95890410958904,1
4,658,23,3.4954407294832825,0
18,659,76,11.532625189681335,1
16,660,71,10.757575757575758,1
15,661,22,3.3282904689863844,0
9,662,20,3.0211480362537766,0
14,663,25,3.770739064856712,0
13,664,28,4.216867469879518,0
19,665,67,10.075187969924812,1
20,666,73,10.96096096096096,1
16,667,72,10.794602698650674,1
8,668,28,4.191616766467066,0
16,669,73,10.911808669656203,1
19,670,68,10.149253731343283,1
14,671,26,3.8748137108792844,0
18,672,77,11.458333333333332,1
9,673,21,3.1203566121842496,0
2,674,23,3.4124629080118694,0
2,675,24,3.5555555555555554,0
16,676,74,10.946745562130179,1
12,677,18,2.658788774002954,0
18,678,78,11.504424778761061,1
10,679,38,5.596465390279824,1
20,680,74,10.882352941176471,1
8,681,29,4.258443465491924,0
19,682,69,10.117302052785924,1
11,683,19,2.781844802342606,0
19,684,70,10.23391812865497,1
2,685,25,3.64963503649635,0
8,686,30,4.373177842565598,0
20,687,75,10.91703056768559,1
17,688,51,7.412790697674419,1
7,689,26,3.7735849056603774,0
20,690,76,11.014492753623188,1
6,691,27,3.907380607814761,0
15,692,23,3.3236994219653178,0
16,693,75,10.822510822510822,1
19,694,71,10.230547550432277,1
17,695,52,7.482014388489208,1
17,696,53,7.614942528735632,1
12,697,19,2.72596843615495,0
20,698,77,11.031518624641834,1
8,699,31,4.434907010014307,0
14,700,27,3.8571428571428568,0
20,701,78,11.126961483594865,1
3,702,21,2.9914529914529915,0
16,703,76,10.81081081081081,1
17,704,54,7.670454545454546,1
7,705,27,3.829787234042553,0
12,706,20,2.8328611898017,0
20,707,79,11.173974540311175,1
19,708,72,10.16949152542373,1
17,709,55,7.757404795486601,1
20,710,80,11.267605633802818,1
8,711,32,4.50070323488045,0
5,712,20,2.8089887640449436,0
19,713,73,10.238429172510518,1
15,714,24,3.361344537815126,0
7,715,28,3.9160839160839163,0
18,716,79,11.033519553072626,1
20,717,81,11.297071129707113,1
19,718,74,10.30640668523677,1
2,719,26,3.616133518776078,0
19,720,75,10.416666666666668,1
16,721,77,10.679611650485436,1
17,722,56,7.756232686980609,1
15,723,25,3.4578146611341634,0
11,724,20,2.7624309392265194,0
10,725,39,5.379310344827586,1
19,726,76,10.46831955922865,1
19,727,77,10.591471801925723,1
18,728,80,10.989010989010989,1
19,729,78,10.699588477366255,1
17,730,57,7.808219178082192,1
8,731,33,4.514363885088919,0
15,732,26,3.551912568306011,0
16,733,78,10.641200545702592,1
19,734,79,10.762942779291553,1
18,735,81,11.020408163265307,1
11,736,21,2.8532608695652173,0
20,737,82,11.12618724559023,1
11,738,22,2.9810298102981028,0
10,739,40,5.412719891745602,1
19,740,80,10.81081081081081,1
16,741,79,10.6612685560054,1
11,742,23,3.0997304582210243,0
17,743,58,7.806191117092867,1
14,744,28,3.763440860215054,0
16,745,80,10.738255033557047,1
14,746,29,3.8873994638069704,0
13,747,29,3.8821954484605086,0
10,748,41,5.481283422459892,1
19,749,81,10.814419225634179,1
19,750,82,10.933333333333334,1
2,751,27,3.5952063914780292,0
19,752,83,11.037234042553191,1
14,753,30,3.9840637450199203,0
18,754,82,10.875331564986737,1
3,755,22,2.913907284768212,0
20,756,83,10.978835978835978,1
16,757,81,10.700132100396301,1
18,758,83,10.949868073878628,1
11,759,24,3.1620553359683794,0
17,760,59,7.7631578947368425,1
17,761,60,7.884362680683312,1
18,762,84,11.023622047244094,1
11,763,25,3.2765399737876804,0
14,764,31,4.057591623036649,0
10,765,42,5.490196078431373,1
19,766,84,10.966057441253264,1
18,767,85,11.082138200782268,1
10,768,43,5.598958333333334,1
18,769,86,11.183355006501952,1
14,770,32,4.1558441558441555,0
15,771,27,3.501945525291829,0
19,772,85,11.010362694300518,1
12,773,21,2.716688227684347,0
11,774,26,3.359173126614987,0
10,775,44,5.67741935483871,1
8,776,34,4.381443298969072,0
10,777,45,5.7915057915057915,1
18,778,87,11.182519280205655,1
7,779,29,3.7227214377406934,0
20,780,84,10.76923076923077,1
15,781,28,3.585147247119078,0
5,782,21,2.6854219948849107,0
18,783,88,11.23882503192848,1
8,784,35,4.464285714285714,0
17,785,61,7.770700636942675,1
7,786,30,3.816793893129771,0
20,787,85,10.800508259212197,1
10,788,46,5.83756345177665,1
15,789,29,3.67553865652725,0
13,790,30,3.79746835443038,0
5,791,22,2.781289506953224,0
5,792,23,2.904040404040404,0
2,793,28,3.5308953341740232,0
20,794,86,10.831234256926953,1
16,795,82,10.314465408805033,1
15,796,30,3.7688442211055273,0
10,797,47,5.897114178168131,1
16,798,83,10.401002506265664,1
17,799,62,7.759699624530664,1
7,800,31,3.875,0
18,801,89,11.11111111111111,1
7,802,32,3.99002493765586,0
11,803,27,3.3623910336239105,0
10,804,48,5.970149253731343,1
16,805,84,10.434782608695652,1
18,806,90,11.166253101736972,1
17,807,63,7.806691449814126,1
16,808,85,10.51980198019802,1
11,809,28,3.4610630407911,0
17,810,64,7.901234567901234,1
16,811,86,10.60419235511714,1
9,812,22,2.70935960591133,0
3,813,23,2.8290282902829027,0
11,814,29,3.562653562653563,0
9,815,23,2.8220858895705523,0
20,816,87,10.661764705882353,1
15,817,31,3.7943696450428397,0
18,818,91,11.124694376528117,1
3,819,24,2.93040293040293,0
18,820,92,11.219512195121952,1
16,821,87,10.596833130328868,1
14,822,33,4.014598540145985,0
17,823,65,7.897934386391252,1
3,824,25,3.033980582524272,0
7,825,33,4.0,0
12,826,22,2.663438256658596,0
17,827,66,7.980652962515116,1
20,828,88,10.628019323671497,1
18,829,93,11.218335343787695,1
4,830,24,2.891566265060241,0
20,831,89,10.709987966305656,1
20,832,90,10.817307692307693,1
10,833,49,5.88235294117647,1
18,834,94,11.270983213429256,1
3,835,26,3.1137724550898205,0
20,836,91,10.885167464114833,1
16,837,88,10.51373954599761,1
5,838,24,2.863961813842482,0
12,839,23,2.7413587604290823,0
10,840,50,5.952380952380952,1
18,841,95,11.296076099881095,1
14,842,34,4.038004750593824,0
10,843,51,6.049822064056939,1
19,844,86,10.189573459715639,1
10,845,52,6.153846153846154,1
12,846,24,2.8368794326241136,0
3,847,27,3.187721369539551,0
16,848,89,10.495283018867925,1
10,849,53,6.24263839811543,1
17,850,67,7.882352941176471,1
10,851,54,6.345475910693302,1
19,852,87,10.211267605633804,1
13,853,31,3.6342321219226257,0
9,854,24,2.810304449648712,0
10,855,55,6.432748538011696,1
14,856,35,4.0887850467289715,0
20,857,92,10.73512252042007,1
16,858,90,10.48951048951049,1
17,859,68,7.916181606519208,1
20,860,93,10.813953488372093,1
17,861,69,8.013937282229964,1
10,862,56,6.496519721577726,1
18,863,96,11.123986095017381,1
12,864,25,2.8935185185185186,0
18,865,97,11.213872832369942,1
19,866,88,10.161662817551962,1
15,867,32,3.690888119953864,0
10,868,57,6.566820276497695,1
16,869,91,10.47180667433832,1
8,870,36,4.137931034482759,0
